"","AT1G01550.1","AT1G01560.1","AT1G02950.1","AT1G03220.1","AT1G03370.1","AT1G03730.1","AT1G07130.1","AT1G07240.1","AT1G08315.1","AT1G09575.1","AT1G10050.1","AT1G11200.1","AT1G14540.1","AT1G15190.1","AT1G16150.1","AT1G17860.1","AT1G18900.1","AT1G19040.1","AT1G19110.1","AT1G19310.1","AT1G20980.1","AT1G21120.1","AT1G21540.1","AT1G24530.1","AT1G25390.1","AT1G26270.1","AT1G30370.1","AT1G30720.1","AT1G30730.1","AT1G30810.1","AT1G31130.1","AT1G32460.1","AT1G34200.1","AT1G35670.1","AT1G36622.1","AT1G45180.1","AT1G51620.1","AT1G51660.1","AT1G51820.1","AT1G53390.1","AT1G53430.1","AT1G55152.1","AT1G56060.1","AT1G56520.1","AT1G57943.1","AT1G58807.1","AT1G59820.1","AT1G63740.1","AT1G64530.1","AT1G67060.1","AT1G67856.1","AT1G70140.1","AT1G70505.1","AT1G70520.1","AT1G75020.1","AT1G75810.1","AT1G76070.1","AT1G76700.1","AT1G77250.1","AT1G78700.1","AT2G01300.1","AT2G01450.1","AT2G02180.1","AT2G02220.1","AT2G04305.1","AT2G04495.1","AT2G06530.1","AT2G13650.1","AT2G15680.1","AT2G17705.1","AT2G18680.1","AT2G20900.1","AT2G20960.1","AT2G23300.1","AT2G23320.1","AT2G23450.1","AT2G23810.1","AT2G26380.1","AT2G27660.1","AT2G29720.1","AT2G30990.1","AT2G31090.1","AT2G31800.1","AT2G32130.1","AT2G32240.1","AT2G33110.1","AT2G34250.1","AT2G35000.1","AT2G36650.1","AT2G38360.1","AT2G39360.1","AT2G40095.1","AT2G40140.1","AT2G41100.1","AT2G41280.1","AT2G41342.1","AT2G42010.1","AT2G42270.1","AT2G44578.1","AT2G44970.1","AT2G46330.1","AT3G01290.1","AT3G04110.1","AT3G06760.1","AT3G09020.1","AT3G09520.1","AT3G10300.1","AT3G12400.1","AT3G12740.1","AT3G13050.1","AT3G13430.1","AT3G14050.1","AT3G14070.1","AT3G14090.1","AT3G14770.1","AT3G15060.1","AT3G16510.1","AT3G16530.1","AT3G21320.1","AT3G21650.1","AT3G22060.1","AT3G22890.1","AT3G23170.1","AT3G23250.1","AT3G25240.1","AT3G25250.1","AT3G25610.1","AT3G26910.1","AT3G28450.1","AT3G47210.1","AT3G48760.1","AT3G49530.1","AT3G50930.1","AT3G51160.1","AT3G52710.1","AT3G53260.1","AT3G53810.1","AT3G54420.1","AT3G55050.1","AT3G55960.1","AT3G56790.1","AT3G57280.1","AT3G57330.1","AT3G57550.1","AT3G57740.1","AT3G57760.1","AT3G62420.1","AT3G62690.1","AT3G63440.1","AT4G00330.1","AT4G01010.1","AT4G01750.1","AT4G04423.1","AT4G06746.1","AT4G09030.1","AT4G09150.1","AT4G11850.1","AT4G12720.1","AT4G13395.1","AT4G14365.1","AT4G14450.1","AT4G15260.1","AT4G16840.1","AT4G17900.1","AT4G18010.1","AT4G18880.1","AT4G18950.1","AT4G19960.1","AT4G21390.1","AT4G21920.1","AT4G23200.1","AT4G24240.1","AT4G24410.1","AT4G25030.1","AT4G25350.1","AT4G27500.1","AT4G28290.1","AT4G29050.1","AT4G30350.1","AT4G30370.1","AT4G30430.1","AT4G31510.1","AT4G31950.1","AT4G33050.1","AT4G33920.1","AT4G34100.1","AT4G34180.1","AT4G34390.1","AT4G35600.1","AT4G36030.1","AT4G36140.1","AT4G37670.1","AT4G37790.1","AT4G38830.1","AT4G38940.1","AT4G39230.1","AT4G39670.1","AT5G01380.1","AT5G01700.1","AT5G02630.1","AT5G05140.1","AT5G05190.1","AT5G06560.1","AT5G07100.1","AT5G09790.1","AT5G11970.1","AT5G12880.1","AT5G15650.1","AT5G15730.1","AT5G17980.1","AT5G18150.1","AT5G20050.1","AT5G20480.1","AT5G22520.1","AT5G25930.1","AT5G35735.1","AT5G38560.1","AT5G39390.1","AT5G40170.1","AT5G41080.1","AT5G41170.1","AT5G41680.1","AT5G41750.1","AT5G42570.1","AT5G43190.1","AT5G45050.1","AT5G45060.1","AT5G45250.1","AT5G45260.1","AT5G45710.1","AT5G46080.1","AT5G47850.1","AT5G47960.1","AT5G48380.1","AT5G48657.1","AT5G52570.1","AT5G53310.1","AT5G53570.1","AT5G55090.1","AT5G55120.1","AT5G56960.1","AT5G57220.1","AT5G58730.1","AT5G60820.1","AT5G61210.1","AT5G62560.1","AT5G63320.1","AT5G64300.1","AT5G64870.1","AT5G65300.1","AT5G66480.1","AT5G66790.1","ATCG00790.1"
"SRR11510194",203.34,31.0467,3.28642,352.737,45.629,20.4893,32.2225,37.3949,30.9911,1.22772,10.584,31.442,106.092,1.87989,1.61382,69.7478,3.26474,0.319401,15.8088,95.7394,61.5954,1.72971,4.29656,7.74825,31.1356,35.5216,8.31465,48.2245,17.893,12.497317,152.909,281.865,11.6607,37.8537,66.1867,9.63079,44.6964,35.9792,94.8206,17.1955,69.173526,5.22074,20.2784,3.26069000160476,0.148359,27.5637,26.52,0.421968,4.60366,19.9527,11.1518,40.0006,0.0978327,49.8758,18.58437,37.6048,92.9219,41.7489,7.17187,14.2951,7.97738,199.967894,100.958,33.8903,33.1407,29.5793,180.182,32.24908,2.55686,40.9731,21.6938,46.61666,64.9105,3.13569,142.57209,60.8577,285.312,0.0722693,63.0604,47.1324,57.7667000531523,39.1127,90.8696,7.06266,400.946,11.4005,428.53109,2.10331,0.816296,66.83,19.1613,11.2773,116.0115,386.2279577,0.257695,6.21333,23.8477,17.102,1.4686,52.79193,63.97421,274.016,18.7555,56.72292,24.9391,3.20203,145.97214,67.9327,153.697,29.6922,27.15653,115.427,5.35386,17.4206,27.0069,34.8062,17.1123,293.34,1.53734,20.1501,393.064,498.984,51.1247,133.93795,0.505768,35.6724,38.7218,48.8176,32.7663,0,84.9109,49.7622,153.938,78.0068,30.4405,181.566,16.6703,30.4621,34.4262,37.8426,2.16356,136.453,42.298,44.9019,8.20665e-06,10.9137047,71.361,8.75745,6.11733,0.00183386,20.4461,51.8897,0.561356,34.8281,45.3187,36.986,48.8106,250.2213,25.7201,217.682,19.6357,28.8236,21.1099,99.18671,192.7214,44.2865,137.264,25.5156,77.3563,23.1048,18.6027,19.8914,1.83659,328.54176,8.84131,275.992,5.46668,2.06995,72.1826,2.05048,2.18929,24.4852,5.51104,129.874010015602,130.076,73.9995,302.459,51.3154,53.56356,20.6554,7.69472,5.147895,77.8255,1.03163,8.82148,31.7322,150.609,17.7503,1.332525,7.96327,75.6514,50.1919,23.147,36.68522,5.615,111.865,14.1414,379.513,28.3085000265464,1.72737,65.8232,77.2689,10.2992,23.6609,35.8001,509.677,29.889,0.277464,50.7339,6.1506294079,1.40529,3.684426,37.656,93.129,61.0334,3.31034,7.64701,10.6255,8.189026,17.637387,27.3629,2.81645,3.69804,140.719,117.61904,39.72236,69.9374,22.6112,6.74914,29.3645,0.490537,21.9086,27.4083,10.7865,207.035,29.2296,35.30313,59.7143,5.40825,95.4542,7.49616,14.3751,1554.78
"SRR11510195",240.4581,57.9613,4.00459,316.692,55.4322,32.8381,50.4724,47.4011,29.1581,1.98001,6.93425,29.3877,87.778,2.9126,1.1386,77.3164,1.8523400506901,0.68236,22.6863,121.747,66.5714,8.34485,5.22385,14.1554,34.7806,30.2352,12.4506,102.844,47.0652,11.897005,182.916,258.279,10.2766,40.7069,73.0651,7.78187,102.5504,55.1303,93.5268,22.9964,96.994476,5.06226,38.7101,3.03304,0.118085,30.1849,30.5244,0.713699,3.87203,16.2646,13.8975,42.6536,0,42.2203,22.34193,28.2466,145.489,67.22,9.21922,13.6042,8.67626,281.7204,149.481,34.4641,36.2379,29.607,219.534,38.34701,5.56673,61.6664,19.1388,55.15861,46.6366,3.44254,271.74862,73.9327,393,0.0900633,105.808,88.0546,77.013100194463,50.6105,135.079,16.1156,425.417,16.6506,731.08804,2.29354,0.79122,62.9129,19.5766,17.1133,192.3968,1100.882581,0.642287,2.81538,23.5954,19.1227,15.1645,60.04615,92.3972,488.436,24.3949,78.77792,25.745,5.8963,169.97439,80.1587,238.02,25.025,26.9545,244.977,4.77826,18.4967,38.0235,33.0462,24.456,726.192,2.38473,17.9645,562.967,996.829,53.2729,282.80779,0,31.04,45.7708,53.2204,36.7568,0.0717013,97.8234,77.511,104.348,90.9239,24.6267,519.675,22.637,44.4219,46.0243,51.4194,2.69627,147.965,57.3892,47.5963,0,24.23562,93.9698,9.2601,6.29925,1.48893e-05,22.0941,52.321,0.349786,95.4874,26.5017,43.19192,72.0612,601.81235,80.5554,387.927,17.673,29.7704,28.4242,110.13257,142.0161,39.8265,142.268,29.6275,97.0068,20.4666,32.9475,14.8891,0.832289,407.1659,12.5642,332.325,10.799,0.990568,98.9389,4.96038,6.7159,31.04,2.94341,308.60980107668,190.376,95.0734,389.048,89.8903,56.98648,35.9304,10.1007,16.93731,62.8854,0.593371,14.4843,60.6465,220.457,31.146,1.285638,8.38934,74.865,34.9731,34.2098,55.1888,4.87931,137.12,10.7392,387.302,37.86316,1.74442,94.2286,78.2066,19.0261,80.0542,57.8032,657.506,30.2819,0.197589,69.3668,13.80917,0.580702,5.53827,78.2178,91.3642,62.8257,6.210756,14.2802,16.0485,11.19769,23.31386,26.2232,4.28989,12.5631,169.837,115.09082,47.9856,80.0513,24.59000101008,8.84846,81.6313,2.71839,43.1403,35.2617,10.1822,235.606,38.5032,49.62098,69.2917,14.4147,152.526,4.77757,18.8994,1247.77
"SRR11510196",182.9679,7.77485,0.485946,217.024,22.0836,18.5301,24.1584,35.4832,23.026,1.0626,7.36824,28.2337,12.184,1.30824,0.480107,90.0087,2.66972,0.335681,15.7062,75.1379,41.2849,0,7.80586,7.1626,14.2591,33.3733,2.78042,36.7154,13.1198,10.6773,159.804,222.56,9.36055,25.6466,41.4736,4.09291,41.84941,33.8486,30.4387,12.7335,41.617497,1.69599,8.89409,0.456270656396,0.181907,19.21929,16.0722,0.408009,3.66906,17.2171,6.40024,29.089,2.13927,31.8049,14.57893,20.8435,59.4683,30.1583,6.02401,14.0542,4.53498,170.0578,75.3096,14.5804,30.111,11.2482,187.747,24.753525,7.21753,28.404,11.7223,37.08904,36.2864,3.22686,75.22941,28.4929,193.22,0,22.3786,24.8437,62.741659,32.2472,72.2684,1.46362,273.498,14.1566,493.73,1.20888,0.500444,67.3815,15.1761,7.89126,84.8257,337.55915,0,1.20065,17.1925,13.043,0.385864,32.55713,47.3503,149.68,9.69224,49.61915,7.01712,2.37325,146.531931,58.2498,95.2463,5.78796,17.016385,49.3538,3.43994,14.1025,19.1393,30.1739,11.8384,460.518,0.487408,10.0024,403.609,485.68,41.2366,114.20591,0,6.08206,14.1245,22.1296,22.7927,0,61.5056,48.5757,45.2436,89.9569,27.9931,204.742,10.1341,29.7903,31.59242,33.0203,2.78546,128.095,14.3266,22.96634,0.32969,10.775296754,74.5376,5.04351,3.69751,38.7047,12.2227,18.1531,0,31.6785,31.8971,32.3246,27.354,215.66405,27.8471,120.059,10.4329,18.2847,16.0656,65.33562,108.78024,18.5845,74.614,16.18909,42.6086,15.3987,22.172,14.13,1.22831,285.64355,4.70807,238.328,4.42947,3.33013e-05,37.7489,1.10919,1.23894,17.6639,1.97453,94.5828000166282,103.979,55.1533,262.683,27.2381,40.51383,12.3114,4.15095,6.24514,63.1032,0.389206,7.68932,28.7581,60.1891,21.416,1.1068,4.83169,54.5827,20.4056,16.3829,34.5887,4.58358,96.7297,7.315,389.89,27.1317,1.42417,45.2608,62.1489,8.65084,5.9073,18.2418,423.654,26.9264,0,41.9002,7.74122,1.40739,1.37077,13.0566,79.9114,53.7775,0.94859514543,4.45322,5.28586,6.580258,14.50650544576,11.7721,1.64445,2.81735,98.426,56.13911,43.5557733448,61.5407,22.35043,4.87911,34.127,0.377974,10.4692,28.3597,6.59085,137.4,22.1847,23.663015,52.1454,3.21979,52.6308,1.38499,6.91412,2841.28
"SRR11934411",306.6561,77.3951,10.6975,720.424,87.0939,26.5489,34.2272,36.7706,43.1655,2.53149,8.58681,37.8675,408.236,1.94287,8.4654,169.765,8.28847,0.145402,27.2129,88.677,78.5541,58.9867,7.01275,8.40265,40.6446,66.0192,25.5532,118.292,104.756,24.119000408664,283.811,236.691,12.9336,51.0244,76.7133,5.90956,57.8827,65.0125,69.9858,21.7922,84.398111,16.6432,105.702,11.36669,0.165588,52.2952,46.4924,6.72213,5.13457,71.0958,14.7564,36.0669,0.157134,76.5776,37.34066,40.0537,149.9,91.5572,11.517,17.676,12.9416,339.6447367605,126.346,49.8443,41.7562,25.6917,190.427,49.30664,15.3673,86.1235,46.9742,57.57954,129.101,1.90329,497.5024,98.7422,840.93,0,63.4543,50.7356,44.75685,64.4679,138.384,8.78723,239.369,32.7596,611.1776,5.02686,0.578053,76.2989,24.8641,45.049,367.092,2334.31966,0.821179,4.26834,35.2886,22.6884,0.668556,55.02235938,271.413,906.513,10.4167,70.503,46.1115,7.23397,220.18249,93.7571,302.989,23.841,47.76667,264.274,3.85452,28.078,75.1203,36.178,30.6421,552.222,5.2941,21.024,329.886,717.64,47.5008,77.36965,0.358155,36.5464,83.8501,62.8633,54.8136,0.0917219,120.71,119.97,77.5145,74.5845,43.6781,164.289,21.9483,74.5777,39.6848,72.1706,4.48141,180.78,75.2253,96.4954,1.85624,22.66669,131.474,8.17472,7.96221,210.411,19.5367,49.344,3.57768,99.2806,104.939,55.7779,103.463,772.759,57.2178,603.419,30.9383,48.4323,23.583,147.26746,122.1336,45.2956,219.825,23.1814,72.1382,15.9054,13.1965,19.0959,0.53205,357.39089,5.01987,328.838,21.8622,2.608,65.0033,1.34526,13.7741,44.5619,3.1673,441.643650292431,145.783,136.964,503.679,159.993,61.3672,39.6909,10.1267,11.05775,79.3338,0.505759,21.0498,26.2457,258.775,56.1112,1.91767,10.4644,55.7498,63.8214,42.851,84.5511,7.80968,125.564,18.3071,238.656,55.422,3.5115,61.3566,120.331,11.1082,70.2811,68.7059,751.362,41.685,0.126311,63.5869,31.8892,1.9777,3.81072,109.7599,117.706,99.1735,7.196654,16.1806,20.2982,9.49917,15.36552,23.8386,2.99167,6.93886,270.816,162.52608,60.6789,77.641,34.61523,14.6696,29.8461,0,43.977,52.0848,13.2465,339.355,34.9545,34.231075,84.0517,19.625,82.8408,13.5254,24.1633,19.0011
"SRR11934414",337.879,87.1252,9.24024,658.953,116.075,25.6816,46.989,54.0725,42.352,1.74046,11.5347,46.2447,371.544,2.75502,6.69533,135.239,1.518,0,30.4942,107.018,82.2248,36.3865,5.52456,9.53209,56.408,57.4694,15.8404,137.468,89.3982,29.5573163658,389.612,311.488,13.3911,87.2304,101.712,10.0437,53.83258,91.4267,86.5197,32.1787,128.862,8.11,93.0505,22.91026,0.637132,60.5499,55.7785,9.78815,5.66293,75.4358,5.82219,38.8224,0.777926,66.7144,40.8004,32.278,179.941,77.9954,13.2692,16.8811,3.05857,296.0627,156.201,58.7853,40.6702,33.5706,200.595,54.9296,16.6237,112.986,80.5462,83.7448,150.724,2.92381,783.70608849,96.9958,813.126,0,100.09,142.173,76.8395,66.8132,162.036,11.5149,328.998,54.7332,566.2868,4.95013,1.09292,81.3984,21.1131,50.5289,438.561,4625.6939,3.88149,5.79348,35.1003,26.8048,1.89605,75.6348,444.818,1441.92,11.0978,79.9035,67.8398,7.05456,183.82538,81.1254,457.159,29.1818,40.81225,283.463,3.13335,30.7985,67.176,46.338,29.0856,2045.25,1.55929,22.2242,699.113,1228.1,37.1113,64.4549,0,46.4185,135.319,75.8947,61.6736,0,128.216,102.237,65.0653,89.1811,38.5044,194.897,35.8706,72.8071,39.67201,97.9976,7.8212,231.912,72.9529,130.1413,2.80465,32.35679,210.718,9.85978,6.22928,205.776,24.2831,77.3362,4.22768,78.9751,69.038,49.574,149.752,801.79283,123.97,690.704,49.2933,52.3568,28.5072,159.678241,138.271,52.4326,297.106,15.0432228,97.3395,16.0062,22.3462,10.8765,0,491.46106,9.13512,440.792,16.5545,13.1163,76.0546,1.81677,2.70571,41.3316,6.00694,652.38742043,162.574,140.358,614.786,180.209,79.8807,41.1945,10.6218,31.43847,63.0234,0.956235,26.7004,19.6475,343.065,44.2037,1.55388,12.1182,47.0475,70.9008,48.7656,120.8403,8.76713,140.832,16.6409,272.171,71.1823000413235,3.58874,91.0913,122.078,17.0659,72.2453,159.586,949.261,28.4095,0.238815,71.0631,47.3542,2.63451,5.260810180053,139.4985,98.4203,95.5756,8.80308,20.6183,31.6345,15.41227,26.74178,36.3945,1.61609,8.09171,256.784,248.2382,67.311,99.4506,36.30405,16.6884,45.9601,3.81086,80.1561,69.4444,16.193,425.437,38.5681,49.763289,110.743,7.53397,105.227,16.4982,26.7677,22.4532
"SRR11934417",330.662,91.541,7.03516,507.664,118.451,32.5163,58.3181,40.4967,31.7105,1.92383,17.2369,76.1209,1178.21,2.70691,4.0564,185.286,7.53517,0,21.0842,76.338,68.1779,21.1381,1.11664,4.10647,62.8726,55.243,36.5944,132.615,74.7771,23.444649,525.058,261.611,19.7359,69.315,150.013,11.2819,79.9816,102.011,73.3497,28.3045,132.885,4.43602,138.449,16.84103,0,50.1013,63.7636,4.47337,4.39446,128.223,4.6433,67.5454,1.74766,77.4459,40.13212,31.8363,179.78,90.2358,12.1851,11.0503,19.3189,219.998100127618,114.018,67.4153,48.0063,53.3094,272.829,40.81387,13.8629,125.1,107.526,76.86922,136.835,2.78436,449.4479,84.1403,1041.87,0.192517,149.506,105.77,67.7755,59.8802,133.516,14.0548,235.935,59.6179,629.6333,5.60297,0.966451,105.792,26.1195,95.6175,523.347,4384.5993,0.686468,8.53847,47.0994,17.1129,7.26546,70.39562,532.215,1139.43,19.6323,71.86443,80.0688,19.6059,282.59488,51.637,473.882,23.3005,39.6019,348.547,2.88653,25.204,42.8076,34.1529,35.757,1897.03,3.02669,20.6248,391.575,853.128,26.5817,105.25381,0.299401,106.085,170.912,86.6011,75.6651,0.4598,146.746,143.128,143.897,112.427,39.4249,272.529,32.7149,101.853,39.2758,96.7495,6.91616,310.229,102.157,159.1168,1.11421,9.434840436858,212.286,2.1208,4.59037,234.535,35.9373,88.9765,0,30.701,128.148,64.2403,179.259,1280.78607,86.8722,1020.18,92.9904,37.534,15.5129,179.17057,84.33703,44.3046,237.424,12.84383,102.583,14.5829,16.3129,19.0769,0,512.52877,10.1762,446.529,9.82081,2.46716,78.6585,0.963925,14.9539,43.0152,10.9935,747.9860802261,241.472,113.7851,561.053,345.87,80.071,49.6741,7.77343,16.79925,72.8956,1.12744,38.98,32.075,355.457,49.9325,0.916048,15.9646,46.2851,82.0377,58.4095,45.8303,7.50898,178.797,12.9494,307.755,87.3219,3.17346,119.823,120.642,12.6482,112.94,122.028,1652.22,32.3143,0,80.164,30.20462,2.76646,3.54625,156.9504,98.6955,109.226,8.350732074,13.9541,20.6123,13.35488,23.639,48.168,3.57271,16.5976,360.216,231.49898,37.80956,98.9727,38.71167,19.5378,42.3679,1.94429,67.3543,49.2911,11.0735,540.371,46.9298,40.949097,117.758,34.3102,115.955,19.3306,29.5879,35.739
"SRR11934420",275.4948,86.0709,9.29178,438.568,77.6223,38.6178,29.125,41.6653,41.0397,2.60869,7.90334,19.2074,140.887,1.70418,9.26614,160.571,5.26359162046,2.11911,37.1346,56.2175,45.401,59.8955,8.11072,5.5474,35.1853,58.5226,34.2569,89.3393,52.2263,22.707563,244.009,276.978,12.7991,48.5131,21.0712,10.8226,44.5277,43.2082,96.6565,22.7848,120.552924,12.5754,84.7648,11.011053,0.937852,53.99,35.7484,1.60412,7.32074,36.8882,11.6891,27.5831,4.54471,68.1424,26.4582,38.8102,129.297,97.1411,14.9347,14.1767,14.0337,287.167100010492,159.909,51.6468,30.6566,18.9285,179.628,17.32155,16.4758,86.6059,20.0657,45.05348,121.453,4.23788,491.6947793,52.2954,632.553,0.186465,96.3252,64.9187,61.41668,43.885,123.686,11.025,254.649,20.5256,476.5563,2.71341,1.63812,49.3722,20.8445,48.1426,232.982,2956.70381,1.99466,7.04947,25.347,18.2329,4.05984,49.10428,327.252,645.091,19.5263,84.1072,22.9294,9.49477,225.85534,71.498,245.591,22.8759,34.74859,302.063,3.41483,21.635,77.8095,37.573,28.6583,1210.89,8.00443,18.5122,411.13,784.747,30.8317,114.80291,0,46.2921,88.5843,77.5603,40.9279,0.371122,62.4379,111.713,74.8122,71.8378,35.582,231.994,29.3371,51.5106,37.76414,60.9846,13.1184,105.18,75.7307,53.1082,5.58118,35.06544,194.804,11.1836,14.3756,115.732,20.8169,80.3665,0.362094,71.5622,74.8448,42.088,73.9173,476.87874,130.97,417.932,20.2651,39.2122,27.5462,135.59558,98.11869,46.5294,275.127,21.3874,85.1043,13.7091,16.5858,16.0961,3.4463,422.76618,7.51926,234.473,26.426,8.46808,73.5461,2.17845,7.38672,37.5783,2.12365,505.83190234335,135.296,88.4657,278.92,117.692,67.7131,33.6171,12.1425,20.52241,118.213,0.1365,18.7694,20.4953,142.732,63.8732,1.552687,11.5441,54.3113,95.6136,45.8553,58.8884,6.12457,108.989,8.55159,291.745,45.8894,3.68844,86.9385,72.0269,18.7954,58.8197,108.152,871.984,27.0304,0.102271,71.2865,50.0124,2.66882,2.87102,108.7232,143.244,66.2504,4.7137842308,22.5542,19.6791,15.4967,18.85782,20.3336,3.57574,8.85784,180.423,120.95224,71.97301,74.4873,33.676400184793,21.0374,35.3491,1.91697,82.0585,30.6342,14.7936,284.769,37.0254,47.85053,108.603,14.2767,92.2052,9.44978,21.2728,31.4104
"SRR11934425",347.6435,40.9986,5.279417,443.189,106.538,48.0615,63.9604,51.94,49.0731,1.81085,9.99656,61.1166,509.842,2.00196,5.7034,175.302,9.22931,0,33.2755,79.7445,75.5013,378.487,5.63067,19.9078,56.3636,63.6201,63.4518,68.6409,25.7166,25.961278,433.898,288.3,22.7308,88.3346,180.105,8.63571,50.9443,103.8,194.051,26.9763,162.89456,9.74439,148.26,16.8319871,1.07549,72.5942,60.0643,7.57966,4.76923,43.0315,7.64281,54.8557,1.59097,49.3693,28.8169,43.9166,219.375,102.017,12.2382,23.2011,12.729,392.51005333,160.89,63.4016,47.1564,70.5456,222.116,33.36809,25.64,185.435,104.643,82.93647,310.706,2.00575,683.3753,77.5971,952.253,0,154.316,71.1441,92.78077,47.5065,168.901,39.4965,458.33,42.713,402.8175,3.17848,0.487336,81.1166,29.99,83.7769,361.914,4486.40511,1.84615,11.3214,27.5865,15.7206,10.5212,71.8699,617.016,1090.31,36.1786,80.7267,64.1666,34.5807,275.0444,87.6556,350.395,30.7861,40.1484,428.901,4.16965,29.7953,48.6871,45.8304,47.941,2044.12,4.08786,22.7727,614.429,1342.81,52.9537,358.0762,0.402597,89.7235,176.637,117.3105,56.1995,0.309417,96.7025,145.55,169.118,141.957,39.3085,349.09,46.0818,66.9007,46.40381,82.7485,6.58749,163.421,131.932,133.4773,3.70081,16.3952300428989,187.745,9.66439,10.2876,192.566,55.1111,183.03,3.01621,54.6658,147.912,47.5565,157.412,758.74995,89.3495,894.249,138.718,49.957,31.7243,149.89134,160.2042,72.5642,239.632,27.5497,126.462,28.8372,46.6806,26.1912,0.59807,607.4542,20.455,362.577,12.3057,13.4152,41.0451,7.12891,16.6897,37.9939,8.58855,815.69584427784,284.131,88.4346,456.609,260.974,113.1617,45.6436,16.133,28.03067,80.7848,1.23179,45.6763,37.1401,287.982,21.7028,2.357751,17.4972,54.6553,84.5985,53.9975,104.4271,5.62389,176.132,17.017,297.35,77.0453,3.2538,143.197,121.383,17.2904,105.08,131.937,1458.84,27.4471,0.709923,89.2741,34.1538,2.06666,5.34948,192.2762,79.8291,56.4621,15.23455,33.3037,26.4024,19.61182,16.51359,57.6055,9.44812,19.2819,345.911,197.8017,54.86872,85.4982,47.738952,5.45003,49.0679,7.59618,199.87,47.2249,15.5321,401.521,51.9246,56.733455,161.063,22.8441,85.661,10.7897,45.0654,20.4689
"SRR11934428",292.5311,138.883,10.399518609,746.364,112.145,53.1938,45.6147,41.4257,59.97,2.266,8.73295,46.9697,606.193,3.5869,15.2652,265.622,4.574398,0,26.8764,101.248,48.1529,256.611,6.47344,15.5924,47.8703,55.1238,85.3294,136.313,66.0281,18.018956,338.904,295.302,17.4346,44.9456,67.6464,9.45548,83.3758,78.9865,234.043,23.9954,139.30673,2.05529,158.257,11.20494,0.193958,63.3953,44.4567,9.96562,4.95488,60.152,9.52711,69.9094,0,68.9327,27.8109,45.257,239.015,114.38,11.9602,26.5453,13.0841,353.83083441,194.637,70.9748,34.8612,46.9937,196.135,25.45272,18.2636,106.927,51.1982,71.9828,281.574,4.24589,659.624253,58.6532,832.627,0.141723,246.36,120.404,75.8378,46.1386,132.765,13.2172,475.341,50.6792,621.9675,2.83572,2.49012,74.1083,22.2072,73.2384,414.627,4124.0706,1.51605,9.73687,27.6355,11.4832,9.0514,66.3747,570.08,840.352,24.5111,66.1631,44.527,22.4931,271.713805,53.3942,402.554,38.526,48.5421,473.764,3.32429,21.1922,31.0968,41.7434,42.6401,2256.02,4.61343,26.709,613.337,863.766,38.8952,329.697,0.220407,80.9934,166.085,128.3668,46.5639,0.225658,97.2972,140.042,191.057,109.6,41.0611,402.572,26.2812,92.8681,37.19435,68.8007,8.90997,172.044,116.818,103.40137,2.30428,36.220250226162,220.851,8.32667,11.4895,119.869,53.31,158.46,2.20169,101.331,142.519,31.72655,128.28,752.18652,69.2812,927.56,38.5065,33.6622,28.55,187.37769,124.0691,58.8783,518.694,23.3565000288712,173.323,25.5755,21.1907,25.3595,0,820.3243,15.9867,362.724,17.1216,10.0384,72.0421,4.25762,16.5127,36.6333,25.1237,879.447300015694,195.856,88.0515,479.573,217.621,100.6595,43.5067,8.75621,18.45625,69.4171,1.34872,41.8135,45.4209,337.97,50.1251,2.023072,19.8022,63.5251,112.147,51.229,72.7623,7.64684,135.225,17.7658,311.226,63.7216,1.81054,156.67,111.233,19.1747,99.0988,120.737,1904.95,29.9034,0.310926,77.5494,48.5137,1.62276,7.84127,124.6045,94.6727,68.1491,5.376950353419,22.9676,17.992,14.68531,17.1916,52.0908,8.15327,17.5069,282.193,215.64747,54.01445,70.9364,33.66136,36.4164,39.7378,8.96906,223.905,41.4268,13.2117,455.821,38.0655,37.03104,151.21,36.0475,121.72,6.57822,33.5099,41.9006
